Lampiran :,,,,,,,,,,
Dataset Kejahatan Online,,,,,,,,,,
,,,,,,,,,,
Jenis_Kelamin_Korban,Usia_Korban,Pekerjaan_Korban,Tempat_Tinggal_Korban,TKP,Waktu_Kejadian,Hari_kejadian,Modus_Operandi,Akibat,Objek,Tindak_pidana
Perempuan,29,Tenaga_Profesional,Perkotaan,Pusat_Kota,Malam,Kamis,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,24,Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,32,Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Sistem_elektronik,Penghinaan_atau_pencemaran online
Perempuan,36,Tidak_Bekerja,Perkotaan,Pusat_Kota,Pagi,Selasa,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,26,Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Selasa,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,34,Pekerja_Kasar_Tenaga_Kebersihan_dan_Tenaga_Ybdi,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Sistem_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,27,Tenaga_Profesional,Perkotaan,Pusat_Kota,Dini_Hari,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,57,Pekerja_Kasar_Tenaga_Kebersihan_dan_Tenaga_Ybdi,Pinggiran_kota,Pusat_Kota,Dini_Hari,Kamis,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,39,Tenaga_Profesional,Pinggiran_kota,Pusat_Kota,Siang,Jumat,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Sistem_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,43,Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Kamis,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,29,Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Minggu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,40,Tidak_Bekerja,Pusat_Kota,Pusat_Kota,Dini_Hari,Senin,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,38,Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Kamis,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,43,Tenaga_Profesional,Pinggiran_kota,Pusat_Kota,Pagi,Minggu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Sistem_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,27,Tenaga_Profesional,Pinggiran_kota,Pusat_Kota,Pagi,Senin,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,28,Teknisi_atau_Asisten_Tenaga_Profesional,Pinggiran_kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,31,Teknisi_atau_Asisten_Tenaga_Profesional,Pinggiran_kota,Pinggiran_kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Transaksi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,22,Teknisi_atau_Asisten_Tenaga_Profesional,Pinggiran_kota,Pinggiran_kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,48,Tidak_Bekerja,Pinggiran_kota,Pinggiran_kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,39,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,37,Teknisi_atau_Asisten_Tenaga_Profesional,Pinggiran_kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,29,Teknisi_atau_Asisten_Tenaga_Profesional,Pinggiran_kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,41,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,30,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pinggiran_kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,55,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,49,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,45,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,31,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,54,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,31,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pinggiran_kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,34,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Perkotaan,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,26,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,33,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,30,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,26,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,38,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,55,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,33,Tidak_Bekerja,Perkotaan,Perkotaan,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,28,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,27,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Perkotaan,Pinggiran_kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,39,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,34,Tidak_Bekerja,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,45,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,25,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,25,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,28,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,22,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,29,Pekerja_Kasar_Tenaga_Kebersihan_dan_Tenaga_Ybdi,Perkotaan,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,43,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,24,Teknisi_atau_Asisten_Tenaga_Profesional,Pinggiran_kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,22,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,25,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,25,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,22,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,21,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,57,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,53,Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,22,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,24,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,38,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,34,Tidak_Bekerja,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,49,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pinggiran_kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,34,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,36,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,49,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,35,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,31,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,33,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,34,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Perkotaan,Perkotaan,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,31,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,49,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,25,Teknisi_atau_Asisten_Tenaga_Profesional,Pinggiran_kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,36,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Perkotaan,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,46,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,28,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,46,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,43,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,25,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pinggiran_kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,21,Tidak_Bekerja,Pinggiran_kota,Perkotaan,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,26,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pinggiran_kota,Perkotaan,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,31,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Perkotaan,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,31,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Perkotaan,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,37,Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,44,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,47,Tidak_Bekerja,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,45,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,53,Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,39,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,29,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,22,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,37,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,26,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,65,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,49,Tidak_Bekerja,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,27,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,25,Tidak_Bekerja,Pusat_Kota,Pusat_Kota,Pagi,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,40,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,21,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Perempuan,50,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pusat_Kota,Perkotaan,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Laki_Laki,37,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,36,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Perkotaan,Perkotaan,Siang,Rabu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,40,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Pagi,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,56,Tenaga_Profesional,Perkotaan,Pusat_Kota,Sore_Petang,Sabtu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,35,Tenaga_Profesional,Perkotaan,Pusat_Kota,Dini_Hari,Selasa,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,27,Tenaga_Profesional,Perkotaan,Pusat_Kota,Siang,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,52,Tenaga_Profesional,Perkotaan,Pusat_Kota,Dini_Hari,Jumat,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,58,Tenaga_Profesional,Pusat_Kota,Pusat_Kota,Sore_Petang,Jumat,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,49,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Perkotaan,Pusat_Kota,Sore_Petang,Rabu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,30,Tidak_Bekerja,Perkotaan,Pusat_Kota,Sore_Petang,Senin,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,27,Tidak_Bekerja,Pinggiran_kota,Perkotaan,Siang,Sabtu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,46,Tenaga_Profesional,Perkotaan,Pusat_Kota,Siang,Senin,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,44,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Perkotaan,Perkotaan,Siang,Minggu,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Laki_Laki,49,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pusat_Kota,Pusat_Kota,Siang,Selasa,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,24,Tidak_Bekerja,Pinggiran_kota,Pusat_Kota,Sore_Petang,Senin,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,24,Teknisi_atau_Asisten_Tenaga_Profesional,Perkotaan,Perkotaan,Siang,Rabu,Mengakses_sistem_orang_lain,Teraksesnya_sistem_elektronik,Sistem_elektronik,Hacking_atau_craking_dan_penipuan online
Perempuan,37,Tidak_Bekerja,Perkotaan,Perkotaan,Sore_Petang,Minggu,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,26,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pusat_Kota,Pinggiran_kota,Sore_Petang,Jumat,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
Perempuan,23,Teknisi_atau_Asisten_Tenaga_Profesional,Pusat_Kota,Perkotaan,Sore_Petang,Senin,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,35,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Perkotaan,Pusat_Kota,Siang,Kamis,Menyebarkan_berita_bohong,Kerugian_konsumen,Transaksi_elektronik,Penipuan_online
Laki_Laki,30,Tenaga_Usaha Jasa_dan_Usaha_Penjualan_Toko_di_Pasar,Pusat_Kota,Pinggiran_kota,Pagi,Kamis,Mendistribusikan_penghinaan,Adanya_hinaan_dan_pencemaran_nama_baik,Informasi_elektronik,Penghinaan_atau_pencemaran online
